,enrollee_id,city_development_index,gender_Female,gender_Other,relevent_experience,enrolled_university_full_time,enrolled_university_part_time,education_level,major_Other,major_Humanities,major_Arts,major_No Major,major_Business Degree,company_size,company_type_private_limited,company_type_startup_earlystage,company_type_public_sector,company_type_startup_funded,company_type_NGO,company_type_Other,last_new_job,training_hours,target,exp_range,city_group_city_114,city_group_city_21,city_group_city_other,city_group_city_103,city_group_city_16
14,8722,0.624,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,26,0.0,1,0,1,0,0,0
2876,9260,0.624,0,0,1,0,1,3,0,0,0,0,0,3,1,0,0,0,0,0,2,25,0.0,1,0,1,0,0,0
3130,23054,0.92,0,0,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,56,0.0,4,0,0,0,1,0
15553,28032,0.7759999999999999,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,2,89,1.0,1,0,0,1,0,0
15958,10026,0.924,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,1,44,0.0,2,0,0,1,0,0
11337,5929,0.91,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,4,56,0.0,2,0,0,0,0,1
5961,29861,0.727,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,2,55,0.0,2,0,0,1,0,0
9067,24432,0.802,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,26,0.0,1,0,0,1,0,0
5059,20788,0.897,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,2,24,1.0,2,0,0,1,0,0
17351,29245,0.804,0,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,0,0,1,91,1.0,3,0,0,1,0,0
17871,1115,0.8270000000000001,0,0,1,0,1,2,0,0,0,0,0,7,1,0,0,0,0,0,2,8,1.0,1,0,0,1,0,0
11188,3456,0.624,0,0,1,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,2,21,1.0,3,0,1,0,0,0
10806,12390,0.624,0,0,1,0,0,2,0,0,0,1,0,7,1,0,0,0,0,0,2,4,1.0,2,0,1,0,0,0
1591,10631,0.624,0,0,0,1,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,20,1.0,0,0,1,0,0,0
9837,23788,0.91,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,46,0.0,5,0,0,0,0,1
12257,16925,0.92,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,5,312,0.0,4,0,0,0,1,0
17133,17046,0.762,1,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,22,0.0,2,0,0,1,0,0
16550,20592,0.897,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,5,29,0.0,5,0,0,1,0,0
3957,31509,0.804,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,111,1.0,2,0,0,1,0,0
12383,13291,0.579,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,49,1.0,0,0,0,1,0,0
9663,7479,0.92,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,32,0.0,2,0,0,0,1,0
5259,16446,0.6659999999999999,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,38,0.0,2,0,0,1,0,0
7022,3687,0.92,0,0,0,1,0,2,0,0,0,0,1,3,1,0,0,0,0,0,1,43,0.0,1,0,0,0,1,0
14270,13364,0.624,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,23,0.0,1,0,1,0,0,0
7845,30797,0.624,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,96,0.0,0,0,1,0,0,0
15978,16342,0.624,0,0,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,104,1.0,1,0,1,0,0,0
5644,29121,0.795,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,1,49,0.0,1,0,0,1,0,0
12217,24682,0.92,0,0,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,4,178,1.0,3,0,0,0,1,0
360,6008,0.91,0,0,1,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,5,38,0.0,5,0,0,0,0,1
17392,15237,0.92,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,36,1.0,1,0,0,0,1,0
4655,24342,0.848,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,60,0.0,3,0,0,1,0,0
10039,10221,0.92,1,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,4,34,0.0,2,0,0,0,1,0
3360,2523,0.878,0,0,0,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,5,73,0.0,3,0,0,1,0,0
14880,4996,0.92,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,50,1.0,2,0,0,0,1,0
19049,12700,0.897,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,143,0.0,2,0,0,1,0,0
14414,23810,0.926,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,48,0.0,1,1,0,0,0,0
14853,15762,0.926,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,50,0.0,5,1,0,0,0,0
6567,30990,0.624,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,2,104,1.0,1,0,1,0,0,0
8645,14877,0.899,1,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,5,50,0.0,4,0,0,1,0,0
14742,6853,0.624,1,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,5,1.0,0,0,1,0,0,0
4174,31788,0.92,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,3,18,1.0,3,0,0,1,0,0
14524,31046,0.8959999999999999,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,9,0.0,2,0,0,1,0,0
5282,4378,0.92,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,3,113,0.0,5,0,0,0,1,0
466,11966,0.836,0,0,1,0,0,3,0,1,0,0,0,3,1,0,0,0,0,0,1,36,0.0,1,0,0,1,0,0
16865,25599,0.624,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,0,14,0.0,2,0,1,0,0,0
722,26755,0.6890000000000001,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,27,0.0,0,0,0,1,0,0
11911,29089,0.92,0,0,1,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,4,24,1.0,2,0,0,0,1,0
12228,12801,0.7759999999999999,0,0,1,0,1,2,0,0,0,0,0,3,0,0,1,0,0,0,5,89,0.0,5,0,0,1,0,0
13441,22616,0.884,0,0,1,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,5,116,0.0,3,0,0,1,0,0
1526,10607,0.855,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,5,39,1.0,5,0,0,1,0,0
15676,11472,0.887,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,18,0.0,2,0,0,1,0,0
12426,11363,0.754,0,0,0,0,1,3,0,0,0,0,0,5,1,0,0,0,0,0,1,74,1.0,5,0,0,1,0,0
2769,30395,0.926,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,5,64,0.0,3,1,0,0,0,0
2644,1999,0.903,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,28,0.0,1,0,0,1,0,0
16468,6576,0.897,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,5,11,0.0,3,0,0,1,0,0
15497,22003,0.92,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,3,0.0,2,0,0,0,1,0
1431,19583,0.92,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,33,0.0,3,0,0,1,0,0
12349,21007,0.92,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,135,0.0,2,0,0,0,1,0
16754,13398,0.794,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,108,0.0,0,0,0,1,0,0
4952,27263,0.897,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,54,0.0,1,0,0,1,0,0
219,19249,0.92,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,83,0.0,2,0,0,0,1,0
1734,8464,0.579,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,62,1.0,1,0,0,1,0,0
11352,33306,0.8959999999999999,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,1,0,0,4,34,1.0,2,0,0,1,0,0
12536,7469,0.926,0,0,1,0,0,2,0,0,0,0,0,7,0,0,1,0,0,0,0,5,0.0,1,1,0,0,0,0
8163,2254,0.6659999999999999,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,42,0.0,2,0,0,1,0,0
15471,4523,0.926,0,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,101,0.0,3,1,0,0,0,0
11537,23998,0.563,0,0,0,1,0,2,0,0,0,0,0,6,1,0,0,0,0,0,1,119,1.0,1,0,0,1,0,0
11476,17195,0.89,0,0,0,0,0,3,0,1,0,0,0,7,1,0,0,0,0,0,1,12,0.0,1,0,0,1,0,0
8221,7574,0.92,1,0,1,0,0,2,0,0,0,0,1,3,0,0,0,1,0,0,1,34,0.0,1,0,0,0,1,0
12876,6152,0.91,0,0,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,23,0.0,4,0,0,0,0,1
8507,28635,0.624,1,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,0,163,0.0,2,0,1,0,0,0
1078,33318,0.92,0,0,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,5,91,1.0,1,0,0,0,1,0
8233,30928,0.738,1,0,1,1,0,2,0,0,0,0,0,4,0,0,0,1,0,0,1,102,1.0,2,0,0,1,0,0
15518,32739,0.624,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,2,36,0.0,2,0,1,0,0,0
9500,21123,0.767,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0.0,1,0,0,1,0,0
18376,26948,0.804,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,19,0.0,1,0,0,1,0,0
5503,12715,0.91,0,0,0,0,0,4,0,0,0,0,0,5,0,0,1,0,0,0,2,220,0.0,5,0,0,0,0,1
16255,20936,0.92,0,0,1,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,5,42,1.0,3,0,0,0,1,0
5908,4888,0.855,1,0,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,1,42,0.0,1,0,0,1,0,0
10038,8224,0.847,0,0,1,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,39,0.0,1,0,0,1,0,0
536,9414,0.624,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,54,1.0,2,0,1,0,0,0
3643,12393,0.698,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,5,4,0.0,5,0,0,1,0,0
3196,8786,0.7959999999999999,0,0,1,0,1,2,0,0,0,0,0,2,0,0,0,1,0,0,1,18,0.0,2,0,0,1,0,0
10880,27100,0.897,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,129,0.0,1,0,0,1,0,0
17172,7355,0.74,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,326,0.0,1,0,0,1,0,0
13385,9845,0.7759999999999999,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,5,78,0.0,3,0,0,1,0,0
9815,1432,0.92,0,0,1,0,0,4,0,0,0,0,0,7,1,0,0,0,0,0,1,54,0.0,3,0,0,0,1,0
4301,13459,0.698,0,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,1,0,1,98,0.0,1,0,0,1,0,0
13956,5725,0.743,1,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,2,222,0.0,2,0,0,1,0,0
887,13547,0.91,0,0,1,0,0,2,0,0,0,1,0,3,1,0,0,0,0,0,1,44,0.0,1,0,0,0,0,1
8291,2541,0.939,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68,0.0,1,0,0,1,0,0
5796,31214,0.775,0,0,1,0,1,2,0,0,0,0,0,5,1,0,0,0,0,0,5,14,1.0,2,0,0,1,0,0
6706,30309,0.6890000000000001,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,1,103,0.0,2,0,0,1,0,0
18943,16416,0.843,0,0,0,0,0,3,0,1,0,0,0,7,1,0,0,0,0,0,2,332,0.0,2,0,0,1,0,0
6952,23895,0.624,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,55,0.0,0,0,1,0,0,0
13260,1955,0.624,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,1,156,0.0,2,0,1,0,0,0
3785,32030,0.64,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,47,0.0,1,0,0,1,0,0
15592,23689,0.91,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,0,16,0.0,5,0,0,0,0,1
12988,29204,0.92,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,72,0.0,2,0,0,1,0,0
15559,26882,0.802,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,52,1.0,1,0,0,1,0,0
693,3965,0.899,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,2,114,0.0,2,0,0,1,0,0
8865,19031,0.91,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,11,0.0,4,0,0,0,0,1
14645,30005,0.92,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,5,58,0.0,2,0,0,0,1,0
17471,6404,0.754,0,0,1,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,5,52,0.0,4,0,0,1,0,0
5744,10146,0.915,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,46,1.0,1,0,0,1,0,0
6888,23587,0.855,1,0,0,1,0,2,0,0,0,0,0,4,0,0,0,1,0,0,1,55,0.0,2,0,0,1,0,0
3500,16274,0.92,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,5,88,1.0,5,0,0,1,0,0
5886,12496,0.624,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,12,1.0,0,0,1,0,0,0
1263,867,0.527,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,56,1.0,1,0,0,1,0,0
11170,2681,0.624,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,11,1.0,2,0,1,0,0,0
14432,27830,0.926,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0.0,2,1,0,0,0,0
18038,12764,0.92,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,4,130,0.0,1,0,0,0,1,0
12395,4823,0.738,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,9,1.0,2,0,0,1,0,0
10860,20043,0.926,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,4,46,0.0,4,1,0,0,0,0
15872,20334,0.92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0.0,1,0,0,0,1,0
1503,6355,0.698,0,0,1,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,1,146,0.0,3,0,0,1,0,0
3316,4874,0.754,0,0,1,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,5,28,0.0,5,0,0,1,0,0
7262,679,0.92,0,0,1,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,1,24,0.0,1,0,0,0,1,0
4545,2807,0.91,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,26,0.0,2,0,0,0,0,1
11628,16343,0.913,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,17,0.0,3,0,0,1,0,0
4946,17690,0.92,1,0,1,0,0,3,0,0,1,0,0,5,1,0,0,0,0,0,1,73,0.0,0,0,0,0,1,0
12311,18150,0.925,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,28,0.0,2,0,0,1,0,0
4901,22755,0.754,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,5,74,0.0,4,0,0,1,0,0
4378,8040,0.925,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,5,57,0.0,3,0,0,1,0,0
7189,6756,0.897,0,0,0,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,5,156,0.0,4,0,0,1,0,0
2381,18313,0.624,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,15,1.0,1,0,1,0,0,0
6487,10849,0.884,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,1,167,0.0,5,0,0,1,0,0
652,23719,0.624,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,18,1.0,0,0,1,0,0,0
9863,16847,0.624,0,0,0,0,0,3,0,0,0,0,0,6,1,0,0,0,0,0,1,37,1.0,2,0,1,0,0,0
12631,21347,0.624,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,18,0.0,2,0,1,0,0,0
10286,30140,0.624,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,7,1.0,1,0,1,0,0,0
3794,21090,0.92,1,0,1,0,0,3,0,1,0,0,0,4,1,0,0,0,0,0,2,23,0.0,1,0,0,0,1,0
942,11265,0.92,1,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,2,105,0.0,5,0,0,0,1,0
10241,4233,0.92,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,50,0.0,5,0,0,0,1,0
6985,12371,0.624,0,0,0,1,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,94,0.0,1,0,1,0,0,0
8983,2880,0.698,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,2,0.0,3,0,0,1,0,0
9886,16172,0.754,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,109,0.0,1,0,0,1,0,0
11652,16478,0.926,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,46,0.0,1,1,0,0,0,0
10137,30087,0.624,0,0,1,1,0,2,0,0,0,0,0,5,1,0,0,0,0,0,1,58,1.0,0,0,1,0,0,0
2997,31048,0.897,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,48,0.0,2,0,0,1,0,0
15816,8288,0.8270000000000001,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,206,0.0,3,0,0,1,0,0
2263,5952,0.624,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,5,54,1.0,4,0,1,0,0,0
8786,1487,0.91,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,3,15,0.0,1,0,0,0,0,1
4590,14902,0.856,0,0,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,5,18,1.0,2,0,0,1,0,0
17090,11380,0.738,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,23,0.0,1,0,0,1,0,0
276,13152,0.92,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,96,0.0,3,0,0,0,1,0
18422,24933,0.624,0,0,0,0,0,3,0,0,0,0,0,4,0,0,1,0,0,0,4,33,1.0,2,0,1,0,0,0
17490,24236,0.624,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,44,1.0,0,0,1,0,0,0
5012,9059,0.624,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,26,0.0,2,0,1,0,0,0
3755,6546,0.698,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,5,18,0.0,3,0,0,1,0,0
2127,269,0.92,0,1,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,31,1.0,3,0,0,0,1,0
15760,23844,0.878,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,5,100,0.0,3,0,0,1,0,0
9209,15509,0.926,0,0,1,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,5,46,0.0,2,1,0,0,0,0
10744,10943,0.91,0,0,0,1,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,90,1.0,2,0,0,0,0,1
10833,15964,0.92,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,42,0.0,1,0,0,0,1,0
1728,241,0.92,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,196,0.0,2,0,0,0,1,0
9408,26208,0.92,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,41,0.0,2,0,0,0,1,0
7611,4494,0.884,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,5,20,0.0,5,0,0,1,0,0
7972,11993,0.7959999999999999,0,0,1,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,2,54,0.0,2,0,0,1,0,0
7737,28823,0.925,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,5,292,1.0,3,0,0,1,0,0
54,1023,0.926,0,0,0,1,0,1,0,0,0,0,0,7,1,0,0,0,0,0,1,43,0.0,1,1,0,0,0,0
9573,13367,0.794,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,33,0.0,3,0,0,1,0,0
6472,17436,0.624,0,0,0,1,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,34,0.0,1,0,1,0,0,0
17187,20387,0.624,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,147,0.0,2,0,1,0,0,0
5084,30597,0.743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0.0,1,0,0,1,0,0
2288,33139,0.698,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,46,1.0,1,0,0,1,0,0
5585,12464,0.855,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,24,0.0,2,0,0,1,0,0
12224,18477,0.939,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,3,11,0.0,3,0,0,1,0,0
11187,25228,0.897,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,5,133,0.0,5,0,0,1,0,0
10232,16221,0.804,0,0,1,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,5,168,0.0,5,0,0,1,0,0
17874,12092,0.878,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,50,0.0,1,0,0,1,0,0
1742,9917,0.754,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,2,94,0.0,2,0,0,1,0,0
7213,14984,0.92,0,0,1,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,2,80,0.0,1,0,0,0,1,0
8611,6034,0.767,0,0,1,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,55,0.0,1,0,0,1,0,0
8855,24900,0.624,0,0,0,1,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,55,0.0,0,0,1,0,0,0
11488,10658,0.624,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,5,116,1.0,2,0,1,0,0,0
13265,21344,0.682,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,18,0.0,2,0,0,1,0,0
7361,30527,0.92,0,0,1,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,1,139,0.0,5,0,0,0,1,0
14313,30706,0.91,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,5,85,0.0,5,0,0,0,0,1
7707,15596,0.926,0,0,0,1,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,8,0.0,3,1,0,0,0,0
361,760,0.899,0,0,1,0,0,2,0,1,0,0,0,4,1,0,0,0,0,0,2,8,0.0,4,0,0,1,0,0
17891,12786,0.897,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,26,1.0,4,0,0,1,0,0
11755,21386,0.89,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,2,106,0.0,5,0,0,1,0,0
2252,32321,0.91,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,1,0,1,13,0.0,0,0,0,0,0,1
13486,1753,0.55,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,284,0.0,2,0,0,1,0,0
7292,21045,0.843,0,0,1,0,1,1,0,0,0,0,0,4,0,0,1,0,0,0,3,65,0.0,1,0,0,1,0,0
19037,6394,0.754,0,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,2,30,0.0,2,0,0,1,0,0
14995,1305,0.92,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,37,0.0,2,0,0,0,1,0
12965,28030,0.579,0,0,0,0,1,2,0,0,0,0,1,3,0,0,0,0,0,1,1,104,1.0,0,0,0,1,0,0
10404,28637,0.698,0,0,1,1,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,42,1.0,2,0,0,1,0,0
9412,9334,0.866,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,37,0.0,3,0,0,1,0,0
19155,24576,0.92,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,4,44,0.0,5,0,0,0,1,0
14812,17556,0.92,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,78,1.0,1,0,0,0,1,0
1930,27079,0.884,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,41,0.0,4,0,0,1,0,0
10401,19463,0.4479999999999999,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,2,36,0.0,1,0,0,1,0,0
7037,16930,0.926,0,0,1,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,1,294,0.0,4,1,0,0,0,0
5367,17121,0.754,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,5,40,0.0,3,0,0,1,0,0
410,4626,0.624,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,306,0.0,1,0,1,0,0,0
8925,2751,0.884,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,44,1.0,1,0,0,1,0,0
9628,19565,0.624,1,0,1,1,0,3,0,0,0,0,0,3,0,1,0,0,0,0,3,84,1.0,2,0,1,0,0,0
18756,8236,0.887,1,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,14,0.0,1,0,0,1,0,0
10342,22321,0.92,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,88,0.0,3,0,0,0,1,0
18709,11975,0.926,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,5,41,0.0,2,1,0,0,0,0
10071,24160,0.624,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,59,1.0,1,0,1,0,0,0
16146,7816,0.89,0,0,1,0,1,3,0,0,0,0,0,2,0,0,1,0,0,0,2,81,1.0,2,0,0,1,0,0
9295,18324,0.55,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,16,0.0,1,0,0,1,0,0
11081,24531,0.884,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,3,65,0.0,4,0,0,1,0,0
6616,22790,0.624,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,38,0.0,1,0,1,0,0,0
